PPG A0,PPG A1,event_code
472,524,
457,507,
444,494,
432,485,
418,474,
402,465,
391,455,
376,443,
367,433,
355,428,
340,423,
327,416,
322,408,
313,409,
301,406,
292,406,
285,405,
280,404,
278,406,
271,412,
266,414,
265,420,
261,423,
267,428,
261,436,
263,442,
263,447,
265,451,
267,458,
269,464,
271,473,
272,480,
277,480,
281,486,
286,493,
289,497,
291,498,
294,503,
299,504,
303,507,
302,509,
303,510,
306,508,
313,504,
317,504,
321,506,
317,502,
321,497,
320,494,
323,494,
322,491,
319,487,
320,481,
323,474,
318,471,
322,468,
318,463,
316,455,
313,451,
312,448,
307,444,
305,438,
301,434,
297,424,
297,421,
288,418,
286,413,
286,407,
285,402,
282,399,
277,397,
272,394,
267,388,
265,384,
264,383,
263,381,
258,379,
255,376,
253,372,
253,372,
249,370,
243,368,
242,367,
243,365,
239,363,
238,365,
236,363,
233,361,
231,359,
232,360,
229,362,
225,363,
224,363,
220,362,
223,363,
224,365,
221,368,
219,367,
220,369,
220,369,
218,372,
215,376,
214,375,
218,376,
218,376,
220,381,
219,382,
218,383,
220,383,
221,384,
220,388,
220,391,
218,390,
220,393,
217,389,
222,396,
220,397,
218,397,
217,395,
220,395,
222,398,
223,399,
221,400,
220,396,
220,397,
223,400,
224,402,
223,401,
222,400,
225,402,
226,405,
226,407,
226,413,
225,416,
231,423,
233,433,
235,449,
236,463,
240,478,
249,497,
254,521,
265,551,
272,579,
285,610,
302,643,
322,674,
339,709,
358,741,
380,780,
403,810,
430,842,
455,875,
477,904,
501,930,
527,952,
552,974,
575,991,
594,992,
618,991,
634,992,
645,992,
646,992,
646,992,
647,992,
646,991,
646,992,
647,991,
646,991,
645,991,
645,991,
646,992,
646,980,
646,965,
645,948,
646,935,
646,915,
647,901,
645,885,
645,869,
646,851,
646,833,
645,818,
646,802,
645,787,
646,769,
646,753,
644,737,
645,724,
646,711,
646,696,
647,679,
646,666,
646,654,
626,638,
611,621,
598,606,
581,588,
560,575,
545,559,
525,544,
506,527,
492,513,
473,501,
451,488,
433,475,
416,463,
400,454,
387,444,
365,436,
352,433,
341,426,
329,421,
314,419,
305,417,
290,414,
287,413,
285,418,
276,420,
275,421,
267,425,
262,427,
267,431,
266,437,
265,441,
264,444,
265,450,
270,456,
275,458,
278,464,
278,469,
285,473,
289,474,
295,479,
299,482,
299,484,
306,489,
308,488,
314,493,
316,493,
316,494,
318,493,
321,487,
326,489,
328,487,
325,486,
323,479,
328,480,
327,476,
327,472,
324,468,
318,463,
321,455,
322,451,
315,445,
315,442,
310,435,
312,432,
310,424,
304,420,
299,415,
297,410,
291,406,
290,399,
283,393,
278,387,
275,384,
271,376,
270,375,
263,369,
253,364,
248,361,
248,356,
243,352,
241,344,
236,345,
230,343,
224,342,
225,338,
224,337,
217,336,
209,336,
213,332,
214,330,
206,334,
202,333,
199,334,
199,333,
198,331,
197,333,
194,334,
192,336,
192,337,
197,337,
194,340,
193,342,
187,346,
193,346,
195,345,
193,350,
193,351,
191,355,
192,357,
191,356,
192,361,
196,362,
197,365,
195,366,
202,368,
204,369,
204,371,
201,376,
202,375,
207,374,
211,377,
207,378,
210,380,
212,378,
212,380,
218,382,
218,383,
215,382,
216,383,
220,382,
221,382,
221,386,
218,383,
217,387,
217,383,
221,385,
219,386,
217,386,
217,389,
216,391,
217,393,
213,402,
213,403,
215,416,
216,425,
217,438,
225,458,
231,480,
229,501,
244,526,
256,555,
266,589,
280,621,
294,652,
313,689,
333,723,
358,760,
379,796,
404,831,
427,860,
455,889,
478,918,
505,946,
527,970,
551,988,
573,991,
596,992,
616,992,
632,991,
645,992,
646,992,
646,993,
646,991,
646,992,
646,991,
645,992,
647,992,
645,991,
647,992,
646,971,
646,957,
646,942,
646,925,
646,908,
646,890,
646,870,
644,853,
646,838,
645,820,
646,802,
646,783,
646,766,
645,749,
646,735,
647,717,
638,701,
625,685,
614,671,
598,654,
582,638,
573,622,
555,604,
544,591,
524,572,
510,559,
494,539,
482,524,
465,510,
448,496,
432,482,
419,467,
407,457,
390,447,
379,436,
364,429,
353,419,
343,414,
332,411,
322,408,
307,406,
304,403,
299,404,
289,405,
288,410,
280,411,
279,414,
278,417,
274,423,
274,429,
272,435,
274,441,
276,444,
279,452,
280,457,
281,460,
284,467,
286,467,
291,475,
291,480,
294,486,
299,485,
305,487,
307,489,
311,490,
308,490,
309,488,
315,488,
316,488,
315,488,
318,486,
319,484,
319,478,
320,476,
318,473,
316,469,
314,465,
316,460,
316,454,
311,449,
308,444,
305,436,
306,430,
303,427,
303,419,
295,413,
292,410,
294,402,
288,395,
284,390,
281,384,
276,382,
271,376,
271,372,
264,369,
262,364,
254,361,
254,357,
253,352,
250,352,
245,350,
242,345,
240,344,
236,340,
240,338,
233,340,
230,338,
228,336,
229,334,
226,334,
222,335,
220,336,
219,336,
215,335,
215,337,
216,339,
214,338,
213,338,
210,336,
209,341,
212,342,
210,346,
206,343,
210,343,
210,344,
210,348,
205,350,
204,350,
205,351,
203,350,
204,355,
204,356,
203,355,
204,356,
207,359,
206,361,
206,359,
205,361,
209,362,
207,362,
209,363,
210,365,
208,367,
214,368,
212,367,
213,372,
212,373,
208,379,
214,380,
218,388,
219,396,
217,404,
221,419,
227,433,
232,451,
238,473,
243,496,
249,521,
263,549,
274,581,
292,616,
309,648,
318,685,
342,719,
366,753,
390,790,
409,823,
432,855,
456,885,
486,913,
507,940,
529,963,
552,985,
572,992,
597,991,
612,992,
627,992,
638,992,
646,991,
646,991,
644,991,
646,991,
646,992,
646,992,
646,992,
647,991,
646,983,
646,969,
646,951,
646,936,
646,921,
646,903,
646,887,
646,869,
647,848,
647,831,
646,813,
647,795,
630,776,
626,759,
611,742,
597,723,
584,708,
566,690,
558,671,
549,656,
531,636,
514,618,
500,600,
490,582,
476,561,
463,546,
442,528,
429,512,
416,492,
405,475,
389,461,
374,445,
358,433,
350,419,
339,408,
327,401,
316,392,
305,387,
297,379,
288,377,
282,374,
276,373,
271,372,
269,372,
265,375,
263,381,
260,384,
260,390,
260,395,
260,400,
262,406,
265,415,
266,422,
268,427,
272,432,
279,440,
282,447,
280,453,
286,459,
288,459,
293,467,
296,472,
296,474,
299,471,
305,476,
303,477,
304,479,
310,478,
309,475,
309,472,
311,471,
310,470,
309,467,
308,462,
311,458,
309,452,
306,450,
302,444,
298,440,
298,432,
297,426,
295,421,
289,416,
287,409,
285,402,
285,396,
282,394,
276,388,
274,382,
269,375,
268,373,
263,368,
257,359,
254,359,
251,353,
249,350,
241,347,
240,344,
237,338,
234,333,
234,330,
231,330,
227,329,
222,326,
222,324,
220,322,
219,321,
213,324,
211,321,
209,320,
208,319,
207,320,
204,321,
200,323,
200,322,
201,320,
201,324,
200,325,
199,327,
199,330,
200,328,
201,333,
201,334,
198,336,
197,337,
201,335,
202,341,
201,343,
200,344,
202,345,
201,347,
204,348,
204,352,
203,353,
199,352,
204,354,
206,356,
204,360,
201,362,
199,360,
204,360,
202,361,
201,364,
203,364,
198,364,
203,363,
202,366,
206,365,
204,365,
205,367,
206,368,
210,369,
208,370,
204,371,
205,375,
204,378,
209,384,
210,395,
210,405,
207,418,
217,432,
222,449,
228,475,
234,499,
240,527,
252,558,
269,592,
283,629,
299,665,
317,703,
338,740,
362,775,
389,815,
413,851,
438,887,
464,920,
492,949,
518,977,
539,991,
560,992,
589,992,
612,992,
634,991,
647,991,
646,992,
646,991,
646,992,
646,992,
647,991,
646,991,
646,992,
646,992,
645,991,
646,992,
646,992,
646,992,
646,991,
646,991,
646,992,
646,991,
646,983,
646,963,
646,945,
646,927,
646,911,
646,892,
646,873,
646,854,
647,841,
646,821,
646,803,
646,783,
642,765,
628,751,
610,731,
597,713,
583,691,
569,671,
551,649,
531,628,
510,609,
496,588,
487,567,
465,549,
449,530,
432,510,
418,495,
404,476,
387,463,
372,448,
356,436,
344,422,
342,414,
327,405,
314,398,
306,394,
299,387,
297,384,
288,384,
283,383,
274,383,
272,385,
270,385,
270,390,
266,395,
264,399,
266,402,
265,405,
270,414,
266,419,
272,425,
272,431,
277,434,
279,440,
280,446,
281,450,
284,452,
286,457,
287,460,
292,465,
293,466,
290,467,
295,464,
297,465,
298,466,
298,463,
296,461,
301,457,
302,455,
299,453,
298,449,
294,443,
294,438,
291,431,
294,429,
285,422,
285,418,
284,410,
285,401,
281,399,
274,393,
273,387,
271,379,
273,373,
266,370,
263,363,
259,357,
252,349,
254,345,
250,338,
244,335,
242,331,
237,325,
234,321,
231,316,
226,314,
223,311,
218,304,
221,303,
217,304,
209,300,
208,301,
203,297,
206,296,
203,295,
200,295,
197,292,
197,293,
196,294,
196,293,
193,294,
194,296,
192,296,
190,293,
190,298,
193,299,
188,301,
185,300,
190,304,
190,304,
187,308,
187,309,
185,308,
186,310,
190,312,
186,317,
189,320,
188,322,
195,323,
191,327,
189,327,
192,331,
190,333,
192,335,
195,339,
196,341,
191,342,
195,345,
195,344,
199,348,
194,348,
195,353,
197,351,
197,354,
201,356,
202,359,
199,360,
199,364,
200,363,
205,364,
202,368,
200,369,
198,370,
197,368,
204,371,
200,373,
199,374,
198,375,
200,376,
205,372,
202,372,
201,373,
201,374,
200,374,
201,371,
203,375,
203,374,
203,374,
204,373,
205,369,
206,371,
206,368,
204,367,
205,365,
203,362,
206,364,
204,363,
201,364,
202,363,
204,366,
207,367,
204,371,
208,374,
201,376,
209,383,
208,393,
209,407,
211,423,
214,438,
221,458,
227,486,
232,513,
239,544,
249,578,
263,614,
280,650,
295,689,
312,728,
331,765,
355,802,
383,839,
403,874,
427,905,
453,935,
482,961,
509,986,
531,992,
551,992,
574,992,
598,992,
619,992,
635,991,
646,992,
646,991,
646,991,
645,993,
645,992,
646,992,
647,992,
647,992,
646,992,
647,992,
646,992,
646,991,
645,968,
645,949,
646,933,
645,913,
647,897,
646,875,
645,857,
646,841,
647,824,
646,808,
646,790,
646,770,
646,753,
635,740,
621,723,
609,705,
598,686,
581,673,
572,659,
556,644,
539,626,
524,608,
512,595,
499,579,
480,561,
467,545,
452,528,
435,512,
424,499,
405,484,
393,473,
380,458,
371,447,
356,440,
341,430,
331,422,
317,415,
313,411,
301,409,
296,405,
284,404,
285,403,
284,404,
279,407,
272,407,
270,413,
272,414,
275,420,
273,425,
273,431,
272,435,
274,438,
277,443,
282,449,
284,456,
287,460,
289,461,
298,469,
300,469,
298,474,
303,477,
307,479,
306,478,
308,479,
309,482,
307,482,
308,479,
310,478,
311,478,
307,476,
309,472,
308,469,
308,464,
309,463,
307,459,
302,455,
302,451,
300,440,
299,437,
298,432,
295,427,
290,422,
290,414,
289,410,
281,405,
276,399,
274,393,
272,385,
267,382,
263,377,
261,372,
259,364,
256,360,
249,356,
250,352,
246,348,
240,345,
238,342,
236,338,
234,339,
231,334,
224,332,
222,327,
222,328,
217,324,
214,323,
212,324,
212,321,
210,321,
207,322,
205,318,
203,322,
203,320,
201,321,
201,320,
198,324,
194,323,
197,321,
197,323,
199,329,
201,328,
198,328,
197,329,
205,332,
199,334,
202,337,
198,339,
201,340,
202,342,
197,346,
201,349,
200,353,
199,353,
205,355,
205,357,
206,361,
200,363,
205,366,
203,366,
207,371,
206,375,
206,377,
206,379,
208,377,
207,382,
208,382,
207,384,
206,384,
215,386,
214,386,
216,389,
216,389,
216,388,
216,388,
219,389,
220,391,
217,390,
214,387,
218,387,
220,387,
215,387,
218,385,
218,384,
223,384,
219,384,
217,383,
222,381,
215,381,
220,381,
219,378,
221,377,
217,377,
220,380,
222,379,
223,380,
224,389,
223,393,
221,400,
225,411,
230,424,
234,439,
232,460,
236,481,
242,502,
250,529,
259,561,
269,591,
278,623,
294,657,
311,690,
329,726,
347,761,
363,793,
388,822,
414,850,
436,881,
454,907,
476,927,
496,948,
514,962,
537,976,
555,987,
569,991,
589,992,
601,991,
616,991,
625,991,
634,983,
642,972,
646,960,
647,948,
646,936,
647,920,
646,902,
645,883,
645,866,
645,850,
639,831,
631,810,
628,790,
619,769,
610,754,
598,734,
586,717,
576,699,
567,682,
550,664,
539,650,
527,635,
515,617,
504,603,
486,591,
474,575,
463,559,
450,546,
443,535,
429,521,
418,505,
407,493,
396,478,
389,463,
374,453,
366,442,
351,432,
342,420,
333,414,
325,407,
314,399,
306,393,
300,388,
292,383,
286,381,
277,384,
274,384,
266,383,
266,385,
265,390,
262,394,
259,399,
259,400,
262,407,
260,415,
262,422,
257,427,
264,434,
264,437,
268,443,
271,452,
273,460,
272,462,
277,467,
281,473,
284,476,
284,481,
289,482,
292,482,
297,486,
294,489,
299,488,
302,488,
307,485,
305,485,
305,484,
304,483,
303,476,
303,474,
301,471,
305,467,
302,461,
299,456,
302,450,
297,445,
300,442,
293,436,
291,430,
291,424,
290,418,
283,412,
278,404,
276,400,
274,398,
274,391,
267,385,
265,381,
259,377,
259,371,
260,370,
256,366,
253,364,
249,359,
247,355,
246,350,
243,348,
240,346,
232,346,
234,342,
232,338,
232,338,
225,338,
224,336,
222,335,
219,333,
215,333,
217,333,
213,332,
208,331,
208,329,
211,333,
207,334,
205,334,
204,335,
204,333,
202,336,
196,337,
195,339,
198,338,
200,340,
196,341,
197,344,
198,346,
195,346,
195,346,
199,349,
196,351,
195,353,
197,353,
196,354,
198,356,
198,360,
198,361,
197,364,
195,364,
196,367,
200,370,
198,373,
197,375,
199,373,
205,376,
196,379,
196,379,
200,381,
200,381,
203,382,
201,388,
202,386,
200,388,
203,387,
204,387,
203,391,
206,391,
202,389,
210,391,
210,390,
210,392,
209,390,
210,391,
211,389,
212,389,
213,390,
211,389,
216,390,
212,389,
214,385,
216,385,
217,387,
215,385,
215,383,
216,382,
221,384,
217,384,
215,384,
218,388,
216,384,
220,390,
217,395,
217,400,
213,407,
221,415,
223,428,
224,441,
226,458,
232,479,
236,500,
248,528,
251,557,
261,589,
270,624,
287,656,
304,692,
321,729,
338,764,
356,799,
379,831,
401,860,
425,893,
446,918,
470,944,
495,963,
518,983,
542,992,
559,991,
582,992,
597,992,
620,991,
632,991,
643,992,
645,992,
645,991,
647,991,
647,991,
646,983,
646,970,
646,952,
646,940,
645,925,
647,911,
645,895,
646,876,
645,857,
645,843,
646,826,
646,809,
645,791,
645,774,
644,760,
646,747,
633,734,
621,718,
610,701,
600,690,
590,678,
573,668,
560,655,
546,641,
538,631,
525,620,
513,607,
500,595,
489,578,
478,569,
463,559,
452,546,
439,533,
432,522,
417,509,
405,498,
394,488,
382,478,
373,469,
363,463,
357,455,
346,450,
338,445,
332,439,
325,436,
319,433,
310,432,
305,432,
301,431,
298,431,
298,437,
293,437,
291,442,
292,443,
292,448,
294,452,
288,455,
286,461,
293,466,
295,469,
297,473,
295,479,
296,481,
299,485,
304,489,
305,491,
305,493,
308,495,
310,493,
311,493,
311,496,
310,495,
308,493,
305,490,
310,487,
311,484,
312,483,
307,481,
299,475,
305,470,
304,468,
302,462,
298,458,
298,450,
296,447,
296,441,
296,437,
291,429,
292,426,
287,415,
288,414,
286,407,
281,404,
277,399,
278,394,
275,390,
271,386,
266,385,
263,379,
262,372,
262,370,
256,367,
254,364,
248,361,
246,357,
245,356,
243,355,
239,353,
235,352,
233,350,
237,349,
233,349,
226,350,
221,345,
225,345,
227,346,
224,349,
217,348,
219,349,
214,347,
218,349,
218,348,
212,347,
205,350,
210,348,
210,351,
211,350,
207,351,
206,352,
206,352,
208,351,
207,354,
205,356,
201,358,
206,358,
206,360,
205,360,
204,363,
199,367,
200,367,
204,367,
207,370,
205,372,
204,373,
206,370,
207,373,
210,378,
209,380,
208,381,
209,382,
208,379,
212,384,
213,386,
210,387,
213,387,
215,384,
215,389,
216,389,
216,392,
213,392,
217,390,
219,391,
217,391,
218,393,
219,394,
221,392,
221,393,
221,396,
222,396,
221,394,
224,394,
226,394,
225,395,
222,395,
221,395,
222,393,
225,392,
224,396,
224,395,
224,395,
226,394,
225,397,
226,400,
224,398,
225,402,
227,404,
229,412,
229,422,
233,429,
234,443,
240,456,
243,473,
246,496,
253,519,
256,547,
262,573,
274,604,
283,637,
297,671,
311,706,
331,739,
352,771,
371,807,
387,837,
410,867,
433,891,
454,917,
479,940,
499,960,
521,977,
543,990,
563,992,
582,991,
601,992,
609,992,
627,992,
640,992,
644,992,
646,992,
646,989,
646,974,
644,961,
646,945,
646,934,
646,918,
647,898,
645,880,
647,863,
646,849,
646,830,
646,812,
645,791,
644,773,
628,756,
620,739,
610,721,
597,704,
587,688,
574,676,
558,660,
545,646,
531,631,
523,616,
508,606,
494,592,
483,580,
473,567,
464,556,
451,543,
437,529,
425,517,
413,505,
406,492,
394,482,
381,472,
370,462,
359,450,
353,441,
343,433,
335,428,
327,423,
317,417,
311,409,
305,407,
298,404,
292,403,
286,402,
284,401,
280,401,
278,405,
271,409,
271,405,
270,410,
265,415,
270,422,
264,426,
267,434,
267,434,
269,442,
269,448,
270,454,
270,459,
273,462,
276,466,
278,473,
277,476,
279,478,
288,481,
290,482,
291,485,
291,488,
295,487,
298,486,
300,483,
300,482,
306,481,
301,479,
308,477,
307,475,
305,471,
304,467,
304,461,
302,455,
302,449,
303,450,
298,443,
297,439,
297,433,
295,430,
294,424,
287,418,
287,414,
284,410,
286,408,
283,407,
279,400,
275,395,
274,394,
272,389,
272,386,
265,387,
261,385,
260,379,
260,379,
255,378,
253,376,
247,375,
243,373,
246,370,
241,369,
240,368,
233,367,
234,364,
233,362,
234,362,
230,362,
226,359,
224,359,
222,358,
223,358,
220,357,
217,353,
219,357,
215,352,
217,355,
214,356,
214,358,
213,354,
213,354,
213,355,
210,355,
215,357,
211,358,
211,356,
213,356,
213,361,
211,362,
209,364,
213,364,
213,369,
214,370,
214,372,
212,374,
213,374,
217,375,
214,377,
215,379,
213,383,
213,382,
215,382,
212,387,
213,387,
215,389,
215,389,
220,390,
220,395,
221,394,
220,396,
222,396,
225,397,
226,401,
226,399,
229,400,
229,399,
234,403,
233,402,
233,403,
232,401,
234,403,
237,402,
234,404,
234,405,
235,405,
233,404,
237,403,
237,404,
234,404,
233,403,
235,404,
233,402,
235,405,
233,404,
227,403,
230,403,
227,399,
231,401,
230,403,
225,401,
226,402,
230,400,
226,400,
228,400,
226,400,
225,399,
226,399,
224,399,
228,403,
223,406,
224,409,
226,412,
228,422,
228,432,
228,442,
230,459,
236,473,
243,493,
246,517,
251,544,
259,572,
273,602,
283,634,
293,670,
308,703,
323,738,
342,769,
362,802,
383,835,
402,861,
425,890,
444,912,
467,932,
491,954,
513,970,
528,981,
546,988,
572,992,
589,991,
604,991,
615,992,
630,988,
640,977,
645,967,
645,955,
645,941,
646,928,
646,908,
646,892,
645,874,
646,857,
646,833,
646,813,
645,794,
644,775,
631,754,
625,736,
613,713,
605,699,
592,681,
584,665,
568,648,
559,630,
548,618,
534,605,
519,591,
506,579,
499,567,
489,558,
478,550,
461,538,
451,528,
443,516,
432,508,
422,499,
409,492,
399,481,
395,471,
384,461,
371,457,
361,449,
350,441,
343,435,
339,429,
331,426,
320,420,
313,417,
308,413,
305,410,
298,411,
290,408,
289,411,
284,409,
285,411,
281,417,
276,419,
277,423,
274,425,
280,430,
281,436,
278,441,
279,445,
280,450,
286,454,
287,461,
287,466,
289,473,
292,476,
294,480,
297,484,
298,491,
300,495,
303,495,
307,500,
311,501,
312,503,
308,506,
314,504,
316,503,
319,504,
316,503,
319,500,
316,497,
319,493,
323,494,
323,490,
320,487,
318,483,
320,477,
320,473,
314,469,
314,464,
310,454,
313,449,
309,445,
308,441,
304,434,
299,428,
299,422,
296,416,
294,412,
288,408,
281,402,
281,397,
276,393,
274,389,
270,385,
263,381,
261,375,
254,374,
255,373,
248,369,
246,365,
246,364,
242,362,
240,361,
236,357,
236,359,
232,355,
232,354,
228,356,
226,356,
225,355,
223,351,
224,354,
221,357,
218,355,
217,353,
215,354,
215,353,
217,353,
215,357,
212,358,
213,360,
216,358,
215,362,
214,362,
211,365,
206,366,
211,365,
211,369,
211,370,
205,371,
208,375,
206,374,
210,376,
208,380,
210,383,
209,385,
212,385,
212,390,
213,395,
212,395,
207,397,
216,400,
219,398,
220,403,
219,404,
216,406,
221,405,
219,410,
223,413,
220,414,
220,415,
226,417,
225,415,
227,418,
225,419,
226,419,
227,419,
232,419,
232,422,
227,421,
230,422,
233,422,
230,420,
230,422,
227,421,
227,422,
233,419,
229,418,
230,418,
229,418,
228,418,
230,415,
229,413,
232,411,
229,413,
225,410,
229,409,
231,407,
228,411,
226,410,
226,412,
228,412,
229,418,
228,423,
229,430,
229,439,
232,449,
236,464,
241,479,
245,498,
244,520,
254,543,
263,569,
271,600,
278,631,
288,660,
307,693,
320,720,
344,754,
357,785,
382,813,
400,839,
426,864,
445,884,
468,905,
485,923,
509,938,
529,947,
551,958,
570,963,
582,967,
603,965,
617,963,
629,959,
642,954,
644,944,
646,934,
646,919,
645,906,
646,891,
645,874,
645,856,
646,836,
646,815,
645,800,
645,779,
646,757,
641,741,
636,719,
626,705,
613,685,
601,670,
591,651,
584,636,
563,622,
558,608,
540,593,
525,579,
518,566,
505,555,
491,543,
478,531,
468,519,
455,508,
442,500,
427,489,
416,478,
405,468,
394,459,
385,453,
373,446,
361,438,
351,428,
341,422,
334,419,
326,416,
314,414,
310,409,
302,405,
298,405,
288,410,
285,412,
282,413,
278,415,
278,420,
272,425,
271,429,
270,433,
268,438,
271,444,
270,450,
271,456,
273,463,
278,466,
284,473,
288,478,
289,484,
289,487,
295,494,
300,497,
302,503,
301,507,
307,509,
309,508,
311,510,
311,512,
313,514,
315,517,
319,513,
322,513,
327,515,
321,511,
324,511,
324,507,
328,503,
325,507,
328,500,
328,493,
325,489,
325,486,
326,481,
324,477,
322,473,
321,465,
320,460,
319,456,
314,453,
312,444,
308,440,
308,432,
305,430,
298,425,
294,420,
290,416,
290,409,
288,405,
285,403,
278,396,
276,394,
272,386,
271,386,
266,384,
263,381,
260,378,
257,375,
255,376,
253,377,
248,376,
243,371,
246,372,
243,370,
240,371,
236,370,
233,370,
233,369,
232,372,
225,371,
227,373,
225,374,
227,372,
227,373,
226,373,
223,374,
220,373,
221,373,
226,376,
226,376,
222,373,
222,375,
222,374,
225,377,
223,377,
218,377,
216,380,
221,378,
227,380,
223,382,
222,382,
222,385,
220,385,
224,386,
223,390,
222,390,
223,392,
225,392,
227,394,
223,397,
226,398,
225,399,
224,400,
229,403,
230,405,
230,405,
226,407,
229,407,
232,405,
230,407,
229,409,
226,409,
228,409,
230,410,
222,412,
222,412,
223,412,
223,414,
221,411,
226,413,
225,413,
224,414,
224,411,
226,411,
227,413,
225,414,
221,413,
217,412,
224,409,
226,409,
220,411,
221,412,
221,410,
225,411,
227,413,
226,416,
223,419,
226,423,
228,428,
229,436,
231,447,
230,458,
235,472,
241,489,
247,510,
252,537,
255,561,
262,588,
276,617,
289,652,
304,684,
315,714,
334,747,
352,778,
372,808,
394,837,
415,863,
436,888,
458,905,
484,926,
501,941,
523,954,
542,962,
561,968,
581,973,
596,974,
611,972,
624,967,
636,960,
643,949,
646,937,
646,924,
646,909,
645,890,
646,870,
646,852,
645,833,
646,813,
646,793,
646,768,
645,749,
637,728,
626,705,
609,688,
604,663,
590,648,
577,634,
564,614,
549,597,
539,583,
527,568,
512,556,
500,540,
485,530,
475,515,
463,504,
452,494,
440,484,
425,473,
418,463,
410,453,
396,445,
381,438,
371,429,
362,422,
349,418,
343,414,
330,410,
322,406,
314,403,
309,401,
298,404,
293,401,
290,403,
286,405,
286,409,
278,413,
276,415,
269,420,
270,422,
273,429,
270,435,
271,439,
271,446,
271,448,
272,452,
272,461,
274,469,
276,472,
278,476,
282,480,
281,487,
287,490,
286,494,
290,495,
294,497,
298,498,
303,505,
298,505,
304,506,
308,503,
314,507,
312,508,
312,504,
314,505,
315,497,
